question_text,correct_option,nivel_dificultad,category,points,option_a,option_b,option_c
¿Cuál es la partícula subatómica más masiva?,A,3,ciencia,20,Neutrón,Protón,Electrón
¿En qué año se descubrió el bosón de Higgs?,A,3,ciencia,20,2012,2008,2010
¿Cuál es la velocidad de escape de la Tierra?,A,3,ciencia,20,11.2 km/s,9.8 km/s,7.5 km/s
¿Cuál es la ley de Planck en la física cuántica?,A,3,ciencia,20,La energía de una partícula es proporcional a su frecuencia,La energía de una partícula es inversamente proporcional a su frecuencia,La energía de una partícula es constante
¿Qué es la dualidad onda-partícula en la mecánica cuántica?,A,3,ciencia,20,El comportamiento de las partículas puede ser tanto onda como partícula,El comportamiento de las partículas es siempre ondulatorio,El comportamiento de las partículas es siempre de partícula
¿Cuál es la teoría que unifica la mecánica cuántica y la relatividad general?,A,3,ciencia,20,Teoría de cuerdas,Teoría del todo,Teoría de la relatividad especial
¿Cuál es la temperatura más baja teóricamente posible en el universo?,A,3,ciencia,20,Cero absoluto,100 K,273.15°C
¿En qué año se llevó a cabo el experimento de la doble rendija con electrones?,A,3,ciencia,20,1927,1905,1955
¿Cuál es la masa del electrón en unidades de masa atómica?,A,3,ciencia,20,1/1836 de la masa del protón,La misma que la del protón,10 veces la masa del protón
¿Qué es la constante de Planck reducida (h-barra)?,A,3,ciencia,20,La constante de Planck dividida por 2π,La raíz cuadrada de la constante de Planck,La constante de Planck al cuadrado
¿Cuál es la teoría que postula la existencia de partículas llamadas axiones como componente de la materia oscura?,A,3,ciencia,20,Teoría axiónica,Teoría de cuerdas,Teoría de campos cuánticos
¿Cuál es la masa del bosón W en unidades de energía?,A,3,ciencia,20,80.4 GeV/c²,15.7 TeV/c²,250 MeV/c²
¿Qué es la paradoja de la información en agujeros negros?,A,3,ciencia,20,La información parece perderse cuando cae en un agujero negro,La información es liberada cuando un agujero negro se forma,La información es absorbida por la materia oscura
¿Cuál es el tiempo de vida medio de un protón en descomposición?,A,3,ciencia,20,Mayor que 1 × 10^34 años,Alrededor de 2.2 minutos,Menos de 1 segundo
¿Qué fenómeno se describe mediante las ecuaciones de Maxwell en electromagnetismo?,A,3,ciencia,20,Ondas electromagnéticas,Gravitación cuántica,Teoría de la relatividad
¿Cuál es el principio fundamental detrás de la terapia de protones en radioterapia?,A,3,ciencia,20,La capacidad de los protones para depositar su energía de manera más precisa,La capacidad de los protones para viajar más rápido que otras partículas,La capacidad de los protones para ser más baratos que otras terapias
¿En qué año se descubrió el primer exoplaneta en órbita alrededor de una estrella similar al Sol?,A,3,ciencia,20,1995,2001,1987
¿Cuál es la partícula elemental responsable de la fuerza nuclear débil?,A,3,ciencia,20,Bosón W,Z,Neutrino
¿Qué es el teorema de Gödel en la teoría de la incompletitud?,A,3,ciencia,20,La imposibilidad de demostrar la consistencia de un sistema formal desde dentro de ese sistema,Las leyes de la termodinámica,La existencia de un límite en la precisión de las mediciones cuánticas
¿En qué año se confirmó experimentalmente la existencia de ondas gravitacionales?,A,3,ciencia,20,2015,2012,2018
¿Cuál es la teoría que propone que el universo se está expandiendo a una velocidad acelerada?,A,3,ciencia,20,Teoría de la inflación,Teoría del caos,Teoría del estado estacionario
¿Qué es el principio de incertidumbre de Heisenberg?,A,3,ciencia,20,Imposibilidad de conocer simultáneamente la posición y el momento de una partícula con precisión infinita,Principio que establece que la luz es tanto onda como partícula,Imposibilidad de conocer la velocidad y dirección de una partícula con precisión infinita
¿Cuál es el nombre del experimento que demostró la dualidad onda-partícula de los electrones?,A,3,ciencia,20,Experimento de la doble rendija,Experimento de la caja negra,Experimento de la bomba atómica
¿Qué es el entrelazamiento cuántico?,A,3,ciencia,20,Relación cuántica entre partículas donde el estado de una afecta instantáneamente al estado de la otra,Propiedad de los electrones que les permite moverse en dos estados al mismo tiempo,Principio que establece que todas las partículas cuánticas están conectadas en un estado cuántico
¿Cuál es la teoría que describe la formación y evolución del universo a partir de una singularidad?,A,3,ciencia,20,Teoría del Big Bang,Teoría del estado estacionario,Teoría de cuerdas
¿Qué es la paradoja de Schrödinger en la mecánica cuántica?,A,3,ciencia,20,Propone que un gato puede estar simultáneamente vivo y muerto,Principio que establece que las partículas cuánticas tienen un estado cuántico fijo,Teoría que contradice la relatividad especial de Einstein
¿Cuál es la diferencia entre la antimateria y la materia ordinaria?,A,3,ciencia,20,La antimateria tiene cargas opuestas a la materia ordinaria,La antimateria tiene menos masa que la materia ordinaria,La antimateria no interactúa con la gravedad
¿Qué es la condensación de Bose-Einstein?,A,3,ciencia,20,Estado de la materia en el que las partículas se enfrían hasta casi el cero absoluto y se comportan como una sola partícula cuántica,Reacción química en la que se produce una sustancia a partir de dos o más sustancias,Proceso de conversión de un sólido directamente a gas sin pasar por el estado líquido
¿Cuál es la función del acelerador de partículas conocido como LHC (Gran Colisionador de Hadrones)?,A,3,ciencia,20,Colisionar partículas a altas energías para estudiar las interacciones subatómicas,Generar energía a partir de la colisión de partículas,Estudiar la radiación cósmica proveniente del espacio
¿Qué es la energía oscura?,A,3,ciencia,20,Forma hipotética de energía que estaría causando la aceleración de la expansión del universo,Forma de energía liberada durante la fisión nuclear,Teoría que explica la expansión del universo a través de la luz
¿Cuál es el nombre del telescopio espacial lanzado por la NASA en 1990?,A,3,ciencia,20,Telescopio Espacial Hubble,Telescopio Espacial Kepler,Telescopio Espacial James Webb
¿Qué es la paradoja del agujero de gusano?,A,3,ciencia,20,Teoría que sugiere la existencia de atajos a través del espacio-tiempo,Imposibilidad de observar agujeros de gusano,Teoría que contradice la teoría de la relatividad
¿Cuál es el principio de la supersimetría en física de partículas?,A,3,ciencia,20,Propone la existencia de partículas supersimétricas asociadas a cada partícula conocida,Principio que establece que las partículas subatómicas son simétricas entre sí,Teoría que postula la existencia de partículas supersimétricas como componentes de la materia oscura
¿Cuál es la relación entre la temperatura y la velocidad de las partículas en un gas según la ley de los gases ideales?,A,3,ciencia,20,La velocidad de las partículas aumenta con la temperatura,La velocidad de las partículas disminuye con la temperatura,La velocidad de las partículas no está relacionada con la temperatura
¿Qué es el experimento de Michelson-Morley?,A,3,ciencia,20,Experimento que intentó medir la velocidad de la Tierra a través del éter,Experimento que demostró la dualidad onda-partícula de la luz,Experimento que confirmó la teoría de la relatividad
¿Cuál es el nombre de la partícula hipotética que sería responsable de la masa de todas las demás partículas subatómicas?,A,3,ciencia,20,Bosón de Higgs,Quark,Neutrino
¿Cuál es la teoría que propone que el espacio-tiempo está formado por unidades indivisibles llamadas "quanta" o "granos"?,A,3,ciencia,20,Teoría cuántica de la gravedad,Teoría de cuerdas,Teoría del todo
¿Cuál es la diferencia entre la relatividad especial y la relatividad general de Einstein?,A,3,ciencia,20,La relatividad especial se aplica a objetos en movimiento uniforme mientras que la relatividad general incluye la gravedad,La relatividad especial se aplica a objetos en reposo mientras que la relatividad general se aplica a objetos en movimiento,La relatividad especial se aplica solo a partículas subatómicas mientras que la relatividad general se aplica a cuerpos grandes
¿En qué consiste la paradoja de los gemelos en la teoría de la relatividad?,A,3,ciencia,20,El gemelo que viaja a velocidades cercanas a la velocidad de la luz envejece más lentamente que el gemelo en reposo,Los gemelos que viajan en direcciones opuestas envejecen a la misma velocidad,Los gemelos que están separados por una gran distancia envejecen a la misma velocidad
¿Cuál es la teoría que propone la existencia de universos paralelos o multiverso?,A,3,ciencia,20,Teoría de cuerdas,Teoría del multiverso,Teoría de la relatividad
¿Qué es la entropía en termodinámica?,A,3,ciencia,20,Medida del desorden o la falta de disponibilidad de la energía en un sistema,Medida de la cantidad de calor en un sistema,Medida de la presión atmosférica en un sistema
¿Cuál es el principio de la decoherencia cuántica?,A,3,ciencia,20,La interacción con el entorno lleva a la pérdida de la superposición cuántica,La materia se comporta tanto como onda como partícula,La luz se comporta como partícula en ciertas condiciones
¿En qué consiste el experimento de la paradoja EPR en la teoría cuántica?,A,3,ciencia,20,Propone que las partículas cuánticas pueden estar entrelazadas independientemente de la distancia,Propone que las partículas cuánticas pueden tener una posición precisa y velocidad simultáneamente,Propone que las partículas cuánticas pueden moverse más rápido que la luz
¿Cuál es el nombre del principio que establece que dos variables físicas no pueden ser medidas simultáneamente con precisión infinita?,A,3,ciencia,20,Principio de incertidumbre de Heisenberg,Principio de conservación de la energía,Principio de conservación del momento angular
¿Qué es la teoría del colapso de la función de onda en la mecánica cuántica?,A,3,ciencia,20,Propone que la función de onda colapsa a un estado definido cuando se realiza una medición,Propone que la función de onda se expande indefinidamente,Propone que la función de onda siempre permanece en superposición
¿Cuál es el principio de Pauli en la mecánica cuántica?,A,3,ciencia,20,Establece que dos electrones en un átomo no pueden tener los mismos cuatro números cuánticos,Establece que las partículas cuánticas se comportan tanto como onda como partícula,Establece que la posición y velocidad de una partícula cuántica pueden conocerse simultáneamente
¿Cuál es la diferencia entre la energía cinética y la energía potencial?,A,3,ciencia,20,La energía cinética está asociada al movimiento mientras que la energía potencial está asociada a la posición,La energía cinética está asociada a la posición mientras que la energía potencial está asociada al movimiento,Ambas son lo mismo
¿Cuál es el nombre de la partícula elemental que es su propia antipartícula?,A,3,ciencia,20,Neutrino mayorana,Quark,Electrón
¿Qué es el principio holográfico propuesto en la teoría de cuerdas?,A,3,ciencia,20,La información en un volumen tridimensional está completamente contenida en su superficie bidimensional,La información en una superficie bidimensional está completamente contenida en su volumen tridimensional,La información no puede ser contenida en ninguna dimensión
¿En qué consiste la paradoja de la información en agujeros negros?,A,3,ciencia,20,La información parece perderse cuando cae en un agujero negro,La información es liberada cuando un agujero negro se forma,La información es absorbida por la materia oscura
¿Cuál es la diferencia entre la antimateria y la materia ordinaria?,A,3,ciencia,20,La antimateria tiene cargas opuestas a la materia ordinaria,La antimateria tiene menos masa que la materia ordinaria,La antimateria no interactúa con la gravedad
¿Qué es el entrelazamiento cuántico?,A,3,ciencia,20,Relación cuántica entre partículas donde el estado de una afecta instantáneamente al estado de la otra,Propiedad de los electrones que les permite moverse en dos estados al mismo tiempo,Principio que establece que todas las partículas cuánticas están conectadas en un estado cuántico
